"M","env.effect","f.i.wt"
"GLYCTO1",0.0001876725,3.1080732512561e-05
"GLYCTO2",0,0
"GLYCTO3",0,0
"GLYCTO4",0,0
"GLYCTO_syn",0.0001876725,3.10804560138933e-05
"GLYCtpp",0,0
"GLYK",0,0
"GLYO1",0,0
"GLYOX",0,0
"GLYOX_1",0,0
"GLYOX3",0,0
"GLYt2pp_copy1",0,0
"GLYt2pp_copy2",0,0
"GLYt2r",0,0
"GLYt4",0,0
"GLYt4pp",0,0
"GLYTA",0,0
"GLYTRS",0,0
"GM1LIPA3ODAex",0,0
"GM1LIPAabcpp",0,0
"GM1LIPAabctex",0,0
"GM2LIPAabcpp",0,0
"GM2LIPAabctex",0,0
"GMAND",0,0
"GMHEPAT",0,0
"GMHEPK",0,0
"GMHEPPA",0,0
"GMPR",0,0
"GMPS",0.0102120155,0.00636316782786906
"GMPt6",0,0
"GMT1",2.83e-11,0
"GMT2",0,0
"GND",0,0
"GNK",0,0
"GNKr",0,0
"GNNUC",0,0
"GOFUCR",1e-11,0
"GP4GH",0,0
"GPDDA1",0,0
"GPDDA1pp",0,0
"GPDDA2",0,0
"GPDDA2pp",0,0
"GPDDA3",0,0
"GPDDA3pp",0,0
"GPDDA4",0,0
"GPDDA4pp",1e-11,0
"GPDDA5",0,0
"GPDDA5pp",0,0
"GRTT2",0,0
"GRXR",0,0
"GSNK",0,0
"GSNt2",0,0
"GSNt2pp",0,0
"GSPMDA",0,0
"GSPMDS",0,0
"GTHOr",0,0
"GTHPe_1",0,0
"GTHPi",0,0
"GTHRDabc2pp",0,0
"GTHRDabcpp",0,0
"GTHRDHpp",0,0
"GTHRDH_syn",1e-11,0
"GTHRDt2",0,0
"GTHS",0,0
"GTMLT",0,0
"GTPCI_1",6.99e-06,0
"GTPCII",0,0
"GTPCIII",0,0
"GTPDPDP",0,0
"GTPDPK",0,0
"GTPH1",0,0
"GTPHs",0,0
"GUACYC",0,0
"GUAD",0,0
"GUAPRT",0,0
"GUAt",0,0
"GUAt2pp",0,0
"GUAt2r",0,0
"GUAtpp",0,0
"GUDBUTNAH",0,0
"GUI1",0,0
"GUI2",0,0
"GULNLR",0,0
"GULNLtex",0,0
"GULNLtpp",0,0
"GUR1PPpp",0,0
"H2ASE_syn",0,0
"H2CO3D",0,0
"H2CO3D2",0,0
"H2CO3_NAt_syn",0,0
"H2CO3TP",0,0
"H2MPTR",0,0
"H2Ot",0,0
"H2Otu_syn",0,0
"H2SO",0,0
"H2St",0,0
"H2St1",0,0
"H2St1pp",0,0
"H2td",0,0
"H2tpp",2.6e-09,0
"H4MPTGL_atp",0,0
"H4MPTGL_gtp",0,0
"H4MPTS10",0,0
"H4MPTS11",0,0
"H4MPTS12",0,0
"H4MPTS13",0,0
"H4MPTS14",0,0
"H4MPTS15",0,0
"H4MPTS16",0,0
"H4MPTS9",0,0
"HACD1",0.1230290186,-0.076691956210836
"HACD1_2",0,0
"HACD1i",0,0
"HACD2",0.1230290186,-0.076691956210836
"HACD2i",0,0
"HACD3",0.1230290186,-0.076691956210836
"HACD3i",0,0
"HACD4",0.0736529256,-0.0459055730003584
"HACD4i",0,0
"HACD5",0.052081295,-0.0324584655785175
"HACD5i",0,0
"HACD6",0.0414705622,-0.0258447165767701
"HACD6i",0,0
"HACD7",0.0173493037,-0.0108113831464421
"HACD7i",0,0
"HACD8",0,0
"HACD8i",0,0
"HACD9",0,0
"HACOADr",0,0
"HADPCOADH",38.4886748629,1.97977821106716
"HADPCOADH3",0,0
"HAMR",0,0
"HAS",0,0
"HASD",0,0
"HATGH",0,0
"HATIH",0,0
"HATSH",0,0
"HCINNMt2r",1e-11,0
"HCINNMt2rpp",0,0
"HCITS",0,0
"HCO3abc",0,0
"HCO3_NAt",0,0
"HCYSMT",0,0
"HCYSMT2",0,0
"HDCAt2",0,0
"HDCAt2pp",0,0
"HDR",0,0
"HEMEAS",0,0
"HEMEAS_1",0,0
"HEMECS",0,0
"HEMEDS",0,0
"HEMEOS",0,0
"HEMEOS_1",0,0
"HEMEti",0,0
"HEPK1",0,0
"HEPK2",0,0
"HEPKA2",0,0
"HEPKB2",0,0
"HEPT1",0,0
"HEPT1N",0,0
"HEPT2",0,0
"HEPT2N",0,0
"HEPT3",0,0
"HEPT4",0,0
"HEPT5",0,0
"HEPT5N",0,0
"HETZK",0,0
"HEX1",0,0
"HEX4",0,0
"HEX7",0,0
"HEXSabc",0,0
"HEXt2rpp",0,0
"HEXTT",0,0
"HG2abcpp",0,0
"HG2t3pp",0,0
"HGNTOR",0,0
"HGPHT",0,0
"HGR",0,0
"HGt",0,0
"HHDDI",0,0
"HHDDI_1",0,0
"HIBD",0,0
"HIBDkt",0,0
"HIBHr",0,0
"HISabc",0,0
"HISabcpp",0,0
"HISDC",0,0
"HISDr",0,0
"HISt2r",0,0
"HISt2rpp",0,0
"HISTRS",0,0
"HKM1PP",0,0
"HKNDDH",1e-11,0
"HKNDDH_1",0,0
"HKNTDH",0,0
"HKNTDH_1",1e-11,0
"HKt",0,0
"HKtpp",0,0
"HMGCOARi",0,0
"HMGCOASi",0,0
"HMGL",0,0
"HMPK1",0,0
"HMPK2",0,0
"HMPK3",0,0
"HMPK4",0,0
"HMPSCD",0,0
"HMSD",0,0
"HMSD2",0,0
"HMSH",0,0
"HMSH2",0,0
"HMSH3",0,0
"HOCCD",0,0
"HOMt2pp",0,0
"HOPNTAL",0,0
"HOPNTAL2",0,0
"HOPNTAL3",0,0
"HOXG",0,0
"HOXPRx",0,0
"HP5CD",0,0
"HP5CD_1",0,0
"HPA3MO",0,0
"HPACt2r",0,0
"HPPK",0,0
"HPPPNDO",0,0
"HPPPNDO_1",0,0
"HPPPNt2r",0,0
"HPPPNt2rpp",0,0
"HPROa",0,0
"HPROb",0,0
"HPROx",0,0
"HPYRI",1.27e-10,0
"HPYRRx",0,0
"HPYRRy",0,0
"HQNt6",0,0
"HSERTA",0,0
"HSPMS",0,0
"HVCD",0,0
"HXAD",0,0
"HXAND",0,0
"HXANt2pp",0,0
"HXANt2r",0,0
"HXCT",0,0
"HXPRT",0,0
"HYD1",0,0
"HYD1pp",0,0
"HYD2",0,0
"HYD2pp",0,0
"HYD3",0,0
"HYD3pp",0,0
"HYDA1",0,0
"HYDFDN",0,NA
"HYDFDN2r",0,0
"HYPOE",0,0
"HYXNt",0,0
"HYXNtpp",0,0
"I2FE2SR",8.36e-08,0
"I2FE2SS",2.27e-05,-1.41653398719593e-05
"I2FE2SS2",2.17e-05,-1.35404247352476e-05
"I2FE2ST",1.17e-06,0
"I4FE4SR",2.17e-05,-1.35404247352476e-05
"I4FE4ST",2.17e-05,-1.35404247352476e-05
"IACGAMS",0,0
"IBTMr",0,0
"ICH",0,0
"ICHORS_copy1",0,0
"ICHORS_copy2",1.15e-10,0
"ICHORT",0,0
"ICITt10",0,0
"ICITt2",0,0
"ICITt_kt",0,0
"ICL",0,0
"ID3ACALDt",0,0
"IDOND",0,0
"IDOND2",0,0
"IDONt2r",0,0
"IDONt2rpp",0,0
"IG3PS_1",0,0
"IGAMD",0,0
"IGPDH_1",0.000989997,0.000616890776519191
"ILEabc",0,0
"ILEabcpp",0,0
"ILEDHr",0,0
"ILEt2r",0,0
"ILEt2rpp",0,0
"ILETRS",0,0
"ilvg",0,0
"IMACTD",0,0
"IMP",0,0
"IMPCT2",0,0
"IMPD",0.0101571467,-0.00632938034726798
"IND3ACt2r",0,0
"INDOLEt2pp",0,0
"INDOLEt2r",0,0
"INDOLEt2rpp",0,0
"INDPYRD",0,0
"INOSR",0,0
"INOSTt4pp",0,0
"INOSTtpp",0,0
"INS2D",0,0
"INSCR",0,0
"INSH",1e-11,0
"INSK",1e-11,0
"INSt2",0,0
"INSt2pp_copy1",0,0
"INSt2pp_copy2",0,0
"INSTabc",0,0
"INSTt2",0,0
"IOR",0,0
"IOR2",0,0
"IOR2b",0,0
"IOR3",0,0
"IOR3b",0,0
"IORb",0,0
"IPDDI",0,0
"IPDDI3x",0,0
"IPDDI3y",0,0
"IPDLTAS",0,0
"IPDPS",0,0
"IPDPS_syn",0,0
"IPDPUPT",0,0
"ISETACabcpp",0,0
"ISOMS",0,0
"ISTNTabc",1e-11,0
"ITCY",0,0
"ITDLTAS",0,0
"ITLTAS",0,0
"IZPN",0,0
"IZPN_1",0,0
"K2L4A3ODAex",0,0
"K2L4Atex",0.0008132104,0.00050673116175018
"Kabc",0,0
"Kabcpp",0,0
"KARA1i",0,0
"KAS1",0,0
"KAS10",0,0
"KAS11",0,0
"KAS12",0,0
"KAS13",0,0
"KAS14",0,0
"KAS15",0,0
"KAS16",0,0
"KAS17",1e-11,0
"KAS19SA",0,0
"KAS2",0,0
"KAS20SA",0,0
"KAS3",0,0
"KAS4",0,0
"KAS5",0,0
"KAS6",0,0
"KAS7",0,0
"KAS8",0,0
"KAS9",0,0
"KAS_HP",0,0
"KAS_HP2",0,0
"KAT1",0,0
"KAT2",0,0
"KAT3",0,0
"KAT4",0,0
"KAT5",1.51e-10,0
"KAT6",0,0
"KAT7",0,0
"KDOCT",0,0
"KG6PDC",0,0
"KOKDO_LIPAhexa",1.02e-10,0
"KOKDO_LIPApenta",1.02e-10,0
"KOKDO_LIPAtetra",1.02e-10,0
"Kt1",0.0020403023,0.00127135697064645
"Kt2pp",0.0061077231,-0.00380595225429482
"Kt2r",0,0
"Kt3pp",0,0
"Kt3r",0,0
"LA4NTGM1pp",0,0
"LA4NTGM2pp",0,0
"LA4NTpp",0,0
"LAAF",0,0
"LAAL1",1e-11,0
"LAAL10",0,0
"LAAL11",0,0
"LAAL12",0,0
"LAAL13",0,0
"LAAL14",0,0
"LAAL15",0,0
"LAAL16",0,0
"LAAL17",0,0
"LAAL18",0,0
"LAAL19",0,0
"LAAL2",0,0
"LAAL20",0,0
"LAAL21",0,0
"LAAL22",0,0
"LAAL23",0,0
"LAAL24",0,0
"LAAL25",1.06e-10,0
"LAAL26",0,0
"LAAL27",0,0
"LAAL28",0,0
"LAAL29",0,0
"LAAL3",1e-11,0
"LAAL30",0,0
"LAAL31",0,0
"LAAL32",0,0
"LAAL33",0,0
"LAAL34",0,0
"LAAL35",0,0
"LAAL36",0,0
"LAAL37",0,0
"LAAL38",0,0
"LAAL39",0,0
"LAAL4",0,0
"LAAL40",0,0
"LAAL41",0,0
"LAAL42",0,0
"LAAL5",0,0
"LAAL6",0,0
"LAAL7",0,0
"LAAL8",0,0
"LAAL9",1e-11,0
"LACD",0,0
"LACpts",0,0
"LacR",0,0
"LACZ",0,0
"LACZpp",0,0
"LADGMDH",0,0
"LALADGLUtpp",0,0
"LALALGLUtpp",0,0
"LALDO",0,0
"LALDO2x",0,0
"LALDO3",0,0
"LALGP",0,0
"LANTHabc",0,0
"LAURTRANS",0,0
"LCADi",0,0
"LCARR",0,0
"LCARS",0,0
"LCD",0,0
"LCTSabc",0,0
"LCTSt",0,0
"LCTSt3ipp",0,0
"LCTStpp",0,0
"LCYSTabc",0,0
"LCYSTabcpp",0,0
"LCYSTAT",0,0
"LCYSTtex",0,0
"LDAPAT",0.0155651906,0.00969860145101236
"LDGUNPD",0,0
"LDH2",0,0
"LDH_D",0,0
"LDH_D2",0,0
"LDH_L",0,0
"LEUabc",0,0
"LEUabcpp",0,0
"LEUt2r",0,0
"LEUt2rpp",0,0
"LEUt4rpp",1e-11,0
"LEUTA",0,0
"LEUTRS",0,0
"LGTHL",0,0
"LIPA3ODAex",0,0
"LIPAabcpp",0,0
"LIPAabctex",0,0
"LIPACabcpp",0,0
"LIPAHT2ex",0,0
"LIPAHTex",0,0
"LIPAMPL",0,0
"LIPAtex",0,0
"LIPATPT",0,0
"LIPO1S24_BS",0,0
"LIPO2S24_BS",0,0
"LIPO3S24_BS",0,0
"LIPO4S24_BS",0,0
"LIPOCT",0,0
"LIPOS",0,0
"LIPOt2pp",1e-11,0
"LIPTabc",0,0
"L_LACD",0,0
"L_LACD2",0,0
"L_LACD3",0,0
"L_LACt2r",0,0
"L_LACt2rpp",0,0
"L_LACt3",0,0
"LLEUDr",0.0094369857,0.00588025655731059
"LMN2",0,0
"LMN2abc",0,0
"LMNe",0,0
"LO",4.82e-10,0
"LPADSS_HP",0,0
"LPADSSN",0,0
"LPCOXc",0,0
"LPD5",0,0
"LPFPLT",0,0
"LPLIPA1",0,0
"LPLIPA2",0,0
"LPLIPA3",0,0
"LPLIPA4",0,0
"LPLIPA5",0,0
"LPLIPA6",0,0
"LPLIPAL1A120pp",1e-11,0
"LPLIPAL1A140pp",0,0
"LPLIPAL1A141pp",0,0
"LPLIPAL1A160pp",1e-11,0
"LPLIPAL1A161pp",0,0
"LPLIPAL1A180pp",0,0
"LPLIPAL1A181pp",0,0
"LPLIPAL1E120pp",0,0
"LPLIPAL1E140pp",0,0
"LPLIPAL1E141pp",0,0
"LPLIPAL1E160pp",0,0
"LPLIPAL1E161pp",0,0
"LPLIPAL1E180pp",0,0
"LPLIPAL1E181pp",0,0
"LPLIPAL1G120pp",0,0
"LPLIPAL1G140pp",0,0
"LPLIPAL1G141pp",0,0
"LPLIPAL1G160pp",0,0
"LPLIPAL1G161pp",0,0
"LPLIPAL1G180pp",0,0
"LPLIPAL1G181pp",0,0
"LPLIPAL2A120",0,0
"LPLIPAL2A140",0,0
"LPLIPAL2A141",0,0
"LPLIPAL2A160",0,0
"LPLIPAL2A161",0,0
"LPLIPAL2A180",0,0
"LPLIPAL2A181",0,0
"LPLIPAL2ATE120",0,0
"LPLIPAL2ATE140",0,0
"LPLIPAL2ATE141",0,0
"LPLIPAL2ATE160",0,0
"LPLIPAL2ATE161",0,0
"LPLIPAL2ATE180",0,0
"LPLIPAL2ATE181",0,0
"LPLIPAL2ATG120",0,0
"LPLIPAL2ATG140",0,0
"LPLIPAL2ATG141",0,0
"LPLIPAL2ATG160",0,0
"LPLIPAL2ATG161",0,0
"LPLIPAL2ATG180",0,0
"LPLIPAL2ATG181",0,0
"LPLIPAL2E120",0,0
"LPLIPAL2E140",0,0
"LPLIPAL2E141",0,0
"LPLIPAL2E160",0,0
"LPLIPAL2E161",0,0
"LPLIPAL2E180",3.72e-10,0
"LPLIPAL2E181",3.72e-10,0
"LPLIPAL2G120",0,0
"LPLIPAL2G140",0,0
"LPLIPAL2G141",1e-11,0
"LPLIPAL2G160",0,0
"LPLIPAL2G161",0,0
"LPLIPAL2G180",0,0
"LPLIPAL2G181",0,0
"LPPGS",0,0
"LPSSYN_EC",0,0
"LPSSYN_HP",0,0
"LPS_YPhexa",0,0
"LPS_YPpenta",0,0
"LPS_YPtetra",0,0
"LSERDHr",1e-11,0
"LTHRK",0,0
"LYCOPC",0,0
"LYSabc",0,0
"LYSabcpp",0,0
"LYSAM",0,0
"LYSDC",0,0
"LYSLG_BS",0,0
"LYSMO",0,0
"LYSRC",0,0
"LYSt2pp",0,0
"LYSt3pp",0,0
"LYSt5r",0,0
"LYSTRS",0,0
"LYXI",0,0
"LYXt2pp",0,0
"M1PD",0,0
"MACACI",0,0
"MACCOAT",0,0
"MACPD",0,0
"MACPT",0,0
"MAL6PG",0,0
"MALDDH",0,0
"MAL_Dt2",0,0
"MALDt2_2pp",0,0
"MALEI",0,0
"MALMDA",0,0
"MALS",0,0
"MALT",0,0
"MALt10",0,0
"MALt2_2",0,0
"MALt2_2pp",0,0
"MALt2_3",0,0
"MALt2_3pp",0,0
"MALt2r",0,0
"MALt3pp",0,0
"MALt4",0,0
"MALt5",1e-11,0
"MALTabc",1e-11,0
"MALTabcpp",0,0
"MALTATr",0,0
"MALTHPabc",0,0
"MALTHXabc",1e-11,0
"MALTHXabcpp",0,0
"MALtpp",0,0
"MALTPTabc",1e-11,0
"MALTPTabcpp",0,0
"MALTpts",1e-11,0
"MALTptspp",1e-11,0
"MALTTRabc",0,0
"MALTTRabcpp",0,0
"MALTTTRabc",0,0
"MALTTTRabcpp",0,0
"MAN1PT",0,0
"MAN1PT2",0,0
"MAN1Pt6",1e-11,0
"MAN6PI",0,0
"MAN6Pt6",0,0
"MAN6Pt6_2",0,0
"MAN6Pt6_2pp",0,0
"MANA1",0,0
"MANA2",0,0
"MANA3",0,0
"MANabc",0,0
"MANAO",0,0
"MANAT1",0,0
"MANAT2",0,0
"MANAT3",0,0
"MANBabc",0,0
"MANGLYCptspp",0,0
"MANPGH",0,0
"MANpts",0,0
"MANptspp",0,0
"MANt2",0,0
"MANTRabc",4.44e-09,0
"MANTTRabc",4.44e-09,0
"MBCOAi",0,0
"MCA",1e-11,0
"MCBTS",1.22e-10,0
"MCBTS2",1.22e-10,0
"MCBTS3",0,0
"MCCC",0,0
"MCD",0,0
"MCITD",0,0
"MCITL2",0,0
"MCITS",0,0
"MCLORi",0,0
"MCMMT",0,0
"MCPST",0,0
"MCR",0,0
"MCSNAH",0,0
"MCTP1Aex",0,0
"MCTP1Bex",0,0
"MCTP1Bpp",0,0
"MCTP2Aex",0,0
"MCTP2App",0,0
"MDDCP1ex",0,0
"MDDCP1pp",0,0
"MDDCP2ex",0,0
"MDDCP2pp",0,0
"MDDCP3ex",0,0
"MDDCP3pp",0,0
"MDDCP4ex",0,0
"MDDCP4pp",0,0
"MDDCP5ex",0,0
"MDDCP5pp",1e-11,0
"MDDEP1pp",0,0
"MDDEP2pp",0,0
"MDDEP3pp",0,0
"MDDEP4pp",0,0
"MDFDH",0,0
"MDH",0.0148527429,-0.00925555561644197
"MDH2",0,0
"MDH3",0,0
"MDH4",0,0
"MDHi2",0,0
"MDRPD",0,0
"ME1",0,0
"ME2",0,0
"MECDPDH",0.0005592869,1.55521685608562e-05
"MECDPDH2",0.0006926277,1.55521685608562e-05
"MECDPDH4",0,0
"MECDPDH_syn",0,0
"MEHLER",0,0
"MELIBabc",0,0
"MELIBt2",0,0
"MELIBt2pp",0,0
"MELIBt3ipp",0,0
"MEOHt2",0,0
"METabc",0,0
"METabcpp",0,0
"METB1",0,0
"METDabc",0,0
"METDabcpp",0,0
"METGL",0,0
"METOX1s",0,0
"METOX2s",0,0
"METR",0,0
"METS_1",0.0016132929,0.00100527935050392
"METSabc",0,0
"METSOX1abcpp",0,0
"METSOX2abcpp",0,0
"METSOXR1",0,0
"METSOXR2",0,0
"METSRabc",0,0
"METSR_R1",0,0
"METSR_R2",0,0
"METSR_S1",0,0
"METSR_S2",0,0
"METt2r",0,0
"METt3",0,0
"METTRS",0,0
"MEVK1",0,0
"MEVK2",0,0
"MEVK3",0,0
"MEVK4",0,0
"MG2abc",0,0
"MG2t3_2pp",0.0001812486,-0.00011294075917331
"MG2tpp",0,0
"MG2uabcpp",0,0
"MGCH",0,0
"MGDG160",0,0
"MGDG161",0,0
"MGDG180",0,0
"MGDG181",0,0
"MGDG181_9",0,0
"MGDG182_9_12",0,0
"MGDG183_6_9_12",0,0
"MGDG183_9_12_15",0,0
"MGDG184_6_9_12_15",0,0
"MGSA",0,0
"MHPGLUT",0,0
"MI1PP",0,0
"MI1PS",0,0
"MI1PS2",0,0
"MI3PP",0,0
"MI4PP",0,0
"MICITDr",0,0
"MINCYCtpp",0,0
"MLDCP1App",0,0
"MLDCP1Bpp",0,0
"MLDCP2App",0,0
"MLDCP2Bpp",0,0
"MLDCP3App",0,0
"MLDEP1pp",0,0
"MLDEP2pp",0,0
"MLTAS",0,0
"MLTG1",0,0
"MLTG2",0,0
"MLTG3",0,0
"MLTG4",0,0
"MLTG5",0,0
"MLTG6",0,0
"MLTG7",0,0
"MLTGY1pp",0,0
"MLTGY2pp",0,0
"MLTGY3pp",0,0
"MLTGY4pp",0,0
"MLTP1",0,0
"MLTP2",0,0
"MLTP3",0,0
"MMAMT",0,0
"MMAt",0,0
"MMCD",0,0
"MME",0,0
"MMETt2pp",0,0
"MMM",0,0
"MMM2",0,0
"MMSAD1",0,0
"MMSAD1_1",0,0
"MMSAD3",0,0
"MMSDHir",0,0
"MMTSAO",0,0
"MN2t3pp",0,0
"MN2tpp",7.22e-06,0
"MN6PP",0,0
"MNabc",2.81e-10,0
"MNabc_1",2.81e-10,0
"MNCYT",0,0
"MNDNS1",0,0
"MNDNS2",0,0
"MNLDH2",0,0
"MNLDHr",0,0
"MNLpts",0,0
"MNLptspp",0,0
"MNNH",0,0
"MNt2",0,0
"MNt2pp",0,0
"MOAT2N",0,0
"MOAT3C",0,0
"MOAT_HP",0,0
"MOATN",0,0
"MOBDabc",0,0
"MOCDS",0,0
"MOGDS",0,0
"MOPSabc",0,0
"MOSDC",0,0
"MOTH",0,0
"MOTH1",0,0
"MOTH2",0,0
"MOTH3",0,0
"MOTH4",0,0
"MOTS",0,0
"MOTS1",0,0
"MOTS2",0,0
"MOTS3",0,0
"MOTS4",0,0
"MOX",0.0008556869,-8.89734526269323e-05
"MPBQ",0,0
"MPL",0,0
"MPML",0,0
"MPOMC1",0,0
"MPOMC2",0,0
"MPOMMM",0,0
"MPOMMM2",0,0
"MPOMOR",0,0
"MPOMOR2",0,0
"MPOMT",0,0
"MPTG2",0,0
"MPTG2ex",0,0
"MPTGex",0,0
"MSAR",0,0
"MSHAMID",0,0
"MSHOXH",0,0
"MSHS",0,0
"MSO3abc",0,0
"MSO3abcpp",0,0
"MSULR",0,0
"MTAN",0,0
"MTAP",1.57e-10,0
"MTCMMT",0,0
"MTHFC",0.6407750274,-0.0394176364108335
"MTHFD",0.6407750274,-0.0394176364108335
"MTHFD2i",0,0
"MTHFR",0,0
"MTHFR2_1",0,0
"MTHFR3",0,0
"MTHFR5",0,0
"MTHPTGHMr",0,0
"MTI",0,0
"MTOLDOX",0,0
"MTRI",0,0
"MTRK",0,0
"MTRPOX",0,0
"MTSPC",0,0
"MTSPCMMT",0,0
"MUCCYCI",0,0
"MUCCY_kt",0,0
"MUCLI",0,0
"MUREINLPPTP",0,0
"MXMO",0,0
"M_Xylt1",0,0
"M_XYLtpp",0,0
"MYC1CYC1",0,0
"MYC1CYC2",0,0
"MYC1CYC3",0,0
"MYC1CYC4",0,0
"MYC1CYC5",0,0
"MYC1M1",0,0
"MYC1M2",0,0
"MYC2CYC1",0,0
"MYC2CYC2",0,0
"MYC2CYC3",1e-11,0
"MYCFLUX1",0,0
"MYCFLUX2",0,0
"MYCFLUX3",0,0
"MYCFLUX4",0,0
"MYCFLUX5",2.41e-10,0
"MYCON1",0,0
"MYCON2",0,0
"MYCON3",0,0
"MYCON4",0,0
"MYCON5",0,0
"MYCSacp50",0,0
"MYCSacp56",0,0
"MYCSacp58",0,0
"MYCTR",0,0
"MYCTR2",0,0
"N2OR",0,0
"N2Otpp",0,0
"N2tex",0,0
"N2tr",0,0
"N2trpp",0,0
"NAabcO",1.06e-10,0
"NABTNO",1e-11,0
"NACHY",0,0
"NACODA",0,0
"NACt",1e-11,0
"NACtpp",0,0
"NADDP",0,0
"NADDPe",0,0
"NADFADOR",0,0
"NADH10",0,0
"NADH16",0,0
"NADH16pp",0,0
"NADH17pp",0,0
"NADH18pp",0,0
"NADH2r",0,0
"NADH4",0,0
"NADH5",0,0
"NADH6",1e-11,0
"NADH7",0,0
"NADH8",0,0
"NADH9",0,0
"NADHPO",0,0
"NADK1",0,0
"NADK2",0,0
"NADK3",0,0
"NADK4",0,0
"NADK5",0,0
"NADN",0,0
"NADPC",0,0
"NADPHQR",0,0
"NADPHQR2",0,0
"NADPHQR3",0,0
"NADPHQR4",0,0
"NADPPPS",0,0
"NADS2",0,0
"NADTRHD",0,0
"NaKt_1",0,0
"NALN6",0,0
"NAMNPP",0,0
"NAPRT",0,0
"NARK",0,0
"NAR_syn",0,0
"NAt",0,0
"NAt3_1",0,0
"NAt3_15",0,0
"NAt3_1p5pp",0,0
"NAt3_2",0,0
"NAt3_2pp",0,0
"NAt3pp",0,0
"NBAH",0,0
"NBAHH_ir",0,0
"NCAMUP",1.41e-11,0
"NCTPPRT",0,0
"NDH_1",1e-11,0
"NDH1_1p",0,0
"NDH1_1u",0,0
"NDH1_2p",0,0
"NDH1_2u",0,0
"NDH1_3u",0,0
"NDH1_4pp",0,0
"NDH2_syn",0,0
"NDPK1",1.27e-10,0
"NDPK10",0,0
"NDPK3",0.030460188,-0.0116293333509361
"NDPK5",0,0
"NDPK6",0,0
"NDPK7",0,0
"NDPK8",0,0
"NDPK9",0,0
"NFLGLNH",0,0
"NFMLDF",0,0
"NFORGLUAH",0,0
"NH3c",0,0
"NH4OHDs",0,0
"NH4t",0,0
"NH4t4",0,0
"NH4t4pp",6.13e-10,0
"NH4tpp_1",0,0
"NHFRBO",0,0
"NI2abcpp",0,0
"NI2t3pp",0,0
"NI2t4pp",0,0
"NI2tpp",1.35e-05,0
"NI2uabcpp",0,0
"NIabc",0,0
"NICRNS",0,0
"NIT1b",0,0
"NIT1b_1",0,0
"NIt5",0,0
"NIT_n1p4",0,0
"NMNAT",0,0
"NMNDA",0,0
"NMNHYD",0,0
"NMNN",0,0
"NMNP",0,0
"NMNPtpp",0,0
"NMNR",0,0
"NMNS",0,0
"NMNt7",0,0
"NMNt7pp",0,0
"NMNTP",0,0
"NN5HBPRT",0,0
"NNAM",0,0
"NNDMBRT",0,0
"NO",0,0
"NO2t2r",0,0
"NO2t2rpp",1e-11,0
"NO2t3",0,0
"NO3abcpp",0,0
"NO3R1",0,0
"NO3R1bpp",0,0
"NO3R1pp",0,0
"NO3R2",0,0
"NO3R2bpp",0,0
"NO3R2pp",0,0
"NO3R3pp",1e-11,0
"NO3t2",0,0
"NO3t2pp",0,0
"NO3t3",0,0
"NO3t7",0,0
"NO3t7pp",0,0
"NODOx",0,0
"NODOy",0,0
"NOPD",0,0
"NORRDX",0,0
"NOR_syn",0,0
"NORZpp",0,0
"NOt",0,0
"NOtpp",0,0
"NOVBCNtpp",0,0
"NOX",0,0
"NP1",0,0
"NPHS",0,0
"NPPDO",0,0
"NT5C",0,0
"NTD1",3.98e-10,0
"NTD10",0,0
"NTD10pp",0,0
"NTD11",0,0
"NTD11pp",0,0
"NTD12",2.72e-10,0
"NTD12pp",0,0
"NTD1pp",0,0
"NTD2",0,0
"NTD2pp",0,0
"NTD3",0,0
"NTD3pp",0,0
"NTD4",0,0
"NTD4pp",0,0
"NTD5",0,0
"NTD5pp",0,0
"NTD6",0,0
"NTD6pp",0,0
"NTD7",0,0
"NTD7pp",0,0
"NTD8",0,0
"NTD8pp",0,0
"NTD9",0,0
"NTD9pp",0,0
"NTP1",0,0
"NTP10",0,0
"NTP11",1e-11,0
"NTP12",1e-11,0
"NTP2",0,0
"NTP3",0,0
"NTP3pp",0,0
"NTP4",0,0
"NTP5",0,0
"NTP6",0,0
"NTP7",0,0
"NTP8",0,0
"NTP9",0,0
"NTPP1",0,0
"NTPP10",0,0
"NTPP11",0,0
"NTPP2",0,0
"NTPP3",0,0
"NTPP4",0,0
"NTPP5",0,0
"NTPP6",0,0
"NTPP7",0,0
"NTPP8",0,0
"NTPP9",0,0
"NTPTP1",0,0
"NTPTP2",0,0
"NTR3B",0,0
"NTRARf",0,0
"NTRARz",0,0
"NTRIR2x",0,0
"NTRIR2y",0,0
"NTRIR3pp",1e-11,0
"NTRIR4pp",0,0
"NTRIR5",0,0
"NTRIRfcpp",0,0
"NTRIRx",0,0
"NTRIRy",0,0
"O16A4COLIPAabctex",0,0
"O16A4COLIPAtex",0,0
"O16A4Lpp",0,0
"O16AP1pp",0,0
"O16AP2pp",0,0
"O16AP3pp",0,0
"O16AT",0,0
"O16AUNDtpp",0,0
"O16GALFT",0,0
"O16GLCT1",0,0
"O16GLCT2",1e-11,0
"O16RHAT",0,0
"O2t",0,0
"O2tu",0,0
"OAADC",0,0
"OAADCS",0,0
"OAAt2_2pp",0,0
"OACT",0,0
"OALT",0,0
"OAO5t3ex",0,0
"OAO5t3pp",0,0
"OAP10pp",0,0
"OAP11pp",0,0
"OAP12pp",0,0
"OAP13pp",0,0
