Lower_Bound,Reaction_Number,Upper_Bound,Reaction_ID
-1000.0,204,1000.0,EX_ins_e
-1000.0,205,1000.0,EX_isetac_e
-1000.0,206,1000.0,EX_k_e
-1000.0,207,1000.0,EX_kdo2lipid4_e
-1000.0,208,1000.0,EX_lac__D_e
-1000.0,209,1000.0,EX_lac__L_e
-1000.0,210,1000.0,EX_lcts_e
-1000.0,211,1000.0,EX_leu__L_e
-1000.0,212,1000.0,EX_lipa_e
-1000.0,213,1000.0,EX_lipa_cold_e
-1000.0,214,1000.0,EX_lipoate_e
-1000.0,215,1000.0,EX_lys__L_e
-1000.0,216,1000.0,EX_lyx__L_e
-1000.0,217,1000.0,EX_mal__D_e
-1000.0,218,1000.0,EX_mal__L_e
-1000.0,219,1000.0,EX_malt_e
-1000.0,220,1000.0,EX_malthx_e
-1000.0,221,1000.0,EX_maltpt_e
-1000.0,222,1000.0,EX_malttr_e
-1000.0,223,1000.0,EX_maltttr_e
-1000.0,224,1000.0,EX_man_e
-1000.0,225,1000.0,EX_man6p_e
-1000.0,226,1000.0,EX_manglyc_e
-1000.0,227,1000.0,EX_melib_e
-1000.0,228,1000.0,EX_meoh_e
-1000.0,229,1000.0,EX_met__D_e
-1000.0,230,1000.0,EX_met__L_e
-1000.0,231,1000.0,EX_metsox_R__L_e
-1000.0,232,1000.0,EX_metsox_S__L_e
-1000.0,233,1000.0,EX_mg2_e
-1000.0,234,1000.0,EX_mincyc_e
-1000.0,235,1000.0,EX_minohp_e
-1000.0,236,1000.0,EX_mmet_e
-1000.0,237,1000.0,EX_mn2_e
-1000.0,238,1000.0,EX_mnl_e
-1000.0,239,1000.0,EX_mobd_e
-1000.0,240,1000.0,EX_mso3_e
-1000.0,241,1000.0,EX_n2o_e
-1000.0,242,1000.0,EX_na1_e
-1000.0,243,1000.0,EX_nac_e
-1000.0,244,1000.0,EX_nh4_e
-1000.0,245,1000.0,EX_ni2_e
-1000.0,246,1000.0,EX_nmn_e
-1000.0,247,1000.0,EX_no_e
-1000.0,248,1000.0,EX_no2_e
-1000.0,249,1000.0,EX_no3_e
-1000.0,250,1000.0,EX_novbcn_e
-1000.0,251,1000.0,EX_o16a4colipa_e
-1000.0,252,1000.0,EX_o2_e
-1000.0,253,1000.0,EX_o2s_e
-1000.0,254,1000.0,EX_ocdca_e
-1000.0,255,1000.0,EX_ocdcea_e
-1000.0,256,1000.0,EX_octa_e
-1000.0,257,1000.0,EX_orn_e
-1000.0,258,1000.0,EX_orot_e
-1000.0,259,1000.0,EX_pacald_e
-1000.0,260,1000.0,EX_peamn_e
-1000.0,261,1000.0,EX_phe__L_e
-1000.0,262,1000.0,EX_pheme_e
-1000.0,263,1000.0,EX_pi_e
-1000.0,264,1000.0,EX_pnto__R_e
-1000.0,265,1000.0,EX_ppa_e
-1000.0,266,1000.0,EX_ppal_e
-1000.0,267,1000.0,EX_pppn_e
-1000.0,268,1000.0,EX_ppt_e
-1000.0,269,1000.0,EX_pro__L_e
-1000.0,270,1000.0,EX_progly_e
-1000.0,271,1000.0,EX_psclys_e
-1000.0,272,1000.0,EX_pser__L_e
-1000.0,273,1000.0,EX_ptrc_e
-1000.0,274,1000.0,EX_pydam_e
-1000.0,275,1000.0,EX_pydx_e
-1000.0,276,1000.0,EX_pydxn_e
-1000.0,277,1000.0,EX_pyr_e
-1000.0,278,1000.0,EX_quin_e
-1000.0,279,1000.0,EX_r5p_e
-1000.0,280,1000.0,EX_rfamp_e
-1000.0,281,1000.0,EX_rib__D_e
-1000.0,282,1000.0,EX_rmn_e
-1000.0,283,1000.0,EX_sbt__D_e
-1000.0,284,1000.0,EX_sel_e
-1000.0,285,1000.0,EX_ser__D_e
-1000.0,286,1000.0,EX_ser__L_e
-1000.0,287,1000.0,EX_skm_e
-1000.0,288,1000.0,EX_slnt_e
-1000.0,289,1000.0,EX_so2_e
-1000.0,290,1000.0,EX_so3_e
-1000.0,291,1000.0,EX_so4_e
-1000.0,292,1000.0,EX_spmd_e
-1000.0,293,1000.0,EX_succ_e
-1000.0,294,1000.0,EX_sucr_e
-1000.0,295,1000.0,EX_sulfac_e
-1000.0,296,1000.0,EX_tartr__D_e
-1000.0,297,1000.0,EX_tartr__L_e
-1000.0,298,1000.0,EX_taur_e
-1000.0,299,1000.0,EX_tcynt_e
-1000.0,300,1000.0,EX_thm_e
-1000.0,301,1000.0,EX_thr__L_e
-1000.0,302,1000.0,EX_thrp_e
-1000.0,303,1000.0,EX_thym_e
-1000.0,304,1000.0,EX_thymd_e
-1000.0,305,1000.0,EX_tma_e
-1000.0,306,1000.0,EX_tmao_e
-1000.0,307,1000.0,EX_tre_e
-1000.0,308,1000.0,EX_trp__L_e
-1000.0,309,1000.0,EX_tsul_e
-1000.0,310,1000.0,EX_ttdca_e
-1000.0,311,1000.0,EX_ttdcea_e
-1000.0,312,1000.0,EX_ttrcyc_e
-1000.0,313,1000.0,EX_tungs_e
-1000.0,314,1000.0,EX_tym_e
-1000.0,315,1000.0,EX_tyr__L_e
-1000.0,316,1000.0,EX_tyrp_e
-1000.0,317,1000.0,EX_uacgam_e
-1000.0,318,1000.0,EX_udpacgal_e
-1000.0,319,1000.0,EX_udpg_e
-1000.0,320,1000.0,EX_udpgal_e
-1000.0,321,1000.0,EX_udpglcur_e
-1000.0,322,1000.0,EX_ump_e
-1000.0,323,1000.0,EX_ura_e
-1000.0,324,1000.0,EX_urea_e
-1000.0,325,1000.0,EX_uri_e
-1000.0,326,1000.0,EX_val__L_e
-1000.0,327,1000.0,EX_xan_e
-1000.0,328,1000.0,EX_xmp_e
-1000.0,329,1000.0,EX_xtsn_e
-1000.0,330,1000.0,EX_xyl__D_e
-1000.0,331,1000.0,EX_xylu__L_e
-1000.0,332,1000.0,EX_zn2_e
0.0,333,1000.0,12DGR120tipp
0.0,334,1000.0,12DGR140tipp
0.0,335,1000.0,12DGR141tipp
0.0,336,1000.0,12DGR160tipp
0.0,337,1000.0,12DGR161tipp
0.0,338,1000.0,12DGR180tipp
0.0,339,1000.0,12DGR181tipp
-1000.0,340,1000.0,12PPDRtex
-1000.0,341,1000.0,12PPDRtpp
-1000.0,342,1000.0,12PPDStex
-1000.0,343,1000.0,12PPDStpp
0.0,344,1000.0,14GLUCANabcpp
0.0,345,1000.0,14GLUCANtexi
-1000.0,346,1000.0,23CAMPtex
-1000.0,347,1000.0,23CCMPtex
-1000.0,348,1000.0,23CGMPtex
-1000.0,349,1000.0,23CUMPtex
0.0,350,1000.0,23DAPPAt2pp
-1000.0,351,1000.0,23DAPPAtex
0.0,352,1000.0,23PDE2pp
0.0,353,1000.0,23PDE4pp
0.0,354,1000.0,23PDE7pp
0.0,355,1000.0,23PDE9pp
-1000.0,356,1000.0,26DAHtex
0.0,357,1000.0,2AGPA120tipp
0.0,358,1000.0,2AGPA140tipp
0.0,359,1000.0,2AGPA141tipp
0.0,360,1000.0,2AGPA160tipp
0.0,361,1000.0,2AGPA161tipp
0.0,362,1000.0,2AGPA180tipp
0.0,363,1000.0,2AGPA181tipp
0.0,364,1000.0,2AGPE120tipp
0.0,365,1000.0,2AGPE140tipp
0.0,366,1000.0,2AGPE141tipp
0.0,367,1000.0,2AGPE160tipp
0.0,368,1000.0,2AGPE161tipp
0.0,369,1000.0,2AGPE180tipp
0.0,370,1000.0,2AGPE181tipp
0.0,371,1000.0,2AGPEAT120
0.0,372,1000.0,2AGPEAT140
0.0,373,1000.0,2AGPEAT141
0.0,374,1000.0,2AGPEAT160
0.0,375,1000.0,2AGPEAT161
0.0,376,1000.0,2AGPEAT180
0.0,377,1000.0,2AGPEAT181
0.0,378,1000.0,2AGPG120tipp
0.0,379,1000.0,2AGPG140tipp
0.0,380,1000.0,2AGPG141tipp
0.0,381,1000.0,2AGPG160tipp
0.0,382,1000.0,2AGPG161tipp
0.0,383,1000.0,2AGPG180tipp
0.0,384,1000.0,2AGPG181tipp
0.0,385,1000.0,2AGPGAT120
0.0,386,1000.0,2AGPGAT140
0.0,387,1000.0,2AGPGAT141
0.0,388,1000.0,2AGPGAT160
0.0,389,1000.0,2AGPGAT161
0.0,390,1000.0,2AGPGAT180
0.0,391,1000.0,2AGPGAT181
0.0,392,1000.0,2DGULRGx
0.0,393,1000.0,2DGULRGy
0.0,394,1000.0,2DGULRx
0.0,395,1000.0,2DGULRy
0.0,396,1000.0,2MAHMP
-1000.0,397,1000.0,34dhpactex
0.0,398,1000.0,3AMACHYD
-1000.0,399,1000.0,3AMPtex
-1000.0,400,1000.0,3CMPtex
-1000.0,401,1000.0,3GMPtex
0.0,402,1000.0,3HAD100
0.0,403,1000.0,3HAD120
0.0,404,1000.0,3HAD121
0.0,405,1000.0,3HAD140
0.0,406,1000.0,3HAD141
0.0,407,1000.0,3HAD160
0.0,408,1000.0,3HAD161
0.0,409,1000.0,3HAD180
0.0,410,1000.0,3HAD181
0.0,411,1000.0,3HAD40
0.0,412,1000.0,3HAD60
0.0,413,1000.0,3HAD80
0.0,414,1000.0,3HCINNMH
0.0,415,1000.0,3HPPPNH
-1000.0,416,1000.0,3HPPtex
0.0,417,1000.0,3HPPtpp
0.0,418,1000.0,3KGK
0.0,419,1000.0,3NTD2pp
0.0,420,1000.0,3NTD4pp
0.0,421,1000.0,3NTD7pp
0.0,422,1000.0,3NTD9pp
-1000.0,423,1000.0,3OAR100
-1000.0,424,1000.0,3OAR120
0.0,425,1000.0,3OAR121
-1000.0,426,1000.0,3OAR140
0.0,427,1000.0,3OAR141
-1000.0,428,1000.0,3OAR160
0.0,429,1000.0,3OAR161
-1000.0,430,1000.0,3OAR180
0.0,431,1000.0,3OAR181
-1000.0,432,1000.0,3OAR40
-1000.0,433,1000.0,3OAR60
-1000.0,434,1000.0,3OAR80
0.0,435,1000.0,3OAS100
0.0,436,1000.0,3OAS120
0.0,437,1000.0,3OAS121
0.0,438,1000.0,3OAS140
0.0,439,1000.0,3OAS141
0.0,440,1000.0,3OAS160
0.0,441,1000.0,3OAS161
0.0,442,1000.0,3OAS180
0.0,443,1000.0,3OAS181
0.0,444,1000.0,3OAS60
0.0,445,1000.0,3OAS80
0.0,446,1000.0,3OXCOAT
0.0,447,1000.0,3PEPTabcpp
-1000.0,448,1000.0,3PEPTtex
-1000.0,449,1000.0,3UMPtex
0.0,450,1000.0,42A12BOOXpp
-1000.0,451,1000.0,4HOXPACDtex
0.0,452,1000.0,4HTHRS
0.0,453,1000.0,4PCP
0.0,454,1000.0,4PCPpp
0.0,455,1000.0,4PEPTabcpp
-1000.0,456,1000.0,4PEPTtex
-1000.0,457,1000.0,5DGLCNR
-1000.0,458,1000.0,5DGLCNt2rpp
-1000.0,459,1000.0,5DGLCNtex
0.0,460,1000.0,5DOAN
-1000.0,461,1000.0,5MTRtex
0.0,462,1000.0,5MTRtpp
-1000.0,463,1000.0,A5PISO
0.0,464,1000.0,AACPS1
0.0,465,1000.0,AACPS2
0.0,466,1000.0,AACPS3
0.0,467,1000.0,AACPS4
0.0,468,1000.0,AACPS5
0.0,469,1000.0,AACPS6
0.0,470,1000.0,AACPS7
0.0,471,1000.0,AACPS8
0.0,472,1000.0,AACPS9
0.0,473,1000.0,AACTOOR
0.0,474,1000.0,AADDGT
0.0,475,1000.0,AAMYL
0.0,476,1000.0,AAMYLpp
0.0,477,1000.0,AB6PGH
0.0,478,1000.0,ABTA
0.0,479,1000.0,ABUTD
0.0,480,1000.0,ABUTt2pp
-1000.0,481,1000.0,ABUTtex
0.0,482,1000.0,ACACCT
-1000.0,483,1000.0,ACACT1r
-1000.0,484,1000.0,ACACT2r
-1000.0,485,1000.0,ACACT3r
-1000.0,486,1000.0,ACACT4r
-1000.0,487,1000.0,ACACT5r
-1000.0,488,1000.0,ACACT6r
-1000.0,489,1000.0,ACACT7r
-1000.0,490,1000.0,ACACT8r
-1000.0,491,1000.0,ACACt2pp
-1000.0,492,1000.0,ACACtex
-1000.0,493,1000.0,ACALD
-1000.0,494,1000.0,ACALDtex
-1000.0,495,1000.0,ACALDtpp
0.0,496,1000.0,ACANTHAT
0.0,497,1000.0,ACBIPGT
0.0,498,1000.0,ACCOAC
0.0,499,1000.0,ACCOAL
0.0,500,1000.0,ACGAL1PPpp
-1000.0,501,1000.0,ACGAL1Ptex
-1000.0,502,1000.0,ACGALtex
0.0,503,1000.0,ACGAM1PPpp
-1000.0,504,1000.0,ACGAM1Ptex
0.0,505,1000.0,ACGAMK
0.0,506,1000.0,ACGAMT
0.0,507,1000.0,ACGAptspp
-1000.0,508,1000.0,ACGAtex
0.0,509,1000.0,ACGK
0.0,510,1000.0,ACGS
0.0,511,1000.0,ACHBS
-1000.0,512,1000.0,ACKr
0.0,513,1000.0,ACLS
0.0,514,1000.0,ACM6PH
0.0,515,1000.0,ACMAMUT
0.0,516,1000.0,ACMANAptspp
-1000.0,517,1000.0,ACMANAtex
0.0,518,1000.0,ACMUMptspp
0.0,519,1000.0,ACMUMtex
0.0,520,1000.0,ACNAMt2pp
-1000.0,521,1000.0,ACNAMtex
0.0,522,1000.0,ACNML
-1000.0,523,1000.0,ACOAD1f
-1000.0,524,1000.0,ACOAD2f
-1000.0,525,1000.0,ACOAD3f
-1000.0,526,1000.0,ACOAD4f
-1000.0,527,1000.0,ACOAD5f
-1000.0,528,1000.0,ACOAD6f
-1000.0,529,1000.0,ACOAD7f
-1000.0,530,1000.0,ACOAD8f
-1000.0,531,1000.0,ACOATA
0.0,532,1000.0,ACODA
0.0,533,1000.0,ACOLIPAabctex
-1000.0,534,1000.0,ACONIs
0.0,535,1000.0,ACONMT
-1000.0,536,1000.0,ACONTa
-1000.0,537,1000.0,ACONTb
-1000.0,538,1000.0,ACOTA
0.0,539,1000.0,ACPPAT120
0.0,540,1000.0,ACPPAT140
0.0,541,1000.0,ACPPAT141
0.0,542,1000.0,ACPPAT160
0.0,543,1000.0,ACPPAT161
0.0,544,1000.0,ACPPAT180
0.0,545,1000.0,ACPPAT181
0.0,546,1000.0,ACPS1
0.0,547,1000.0,ACS
-1000.0,548,1000.0,ACSERtex
0.0,549,1000.0,ACSERtpp
-1000.0,550,1000.0,ACt2rpp
0.0,551,1000.0,ACt4pp
-1000.0,552,1000.0,ACtex
0.0,553,1000.0,ADA
0.0,554,1000.0,ADCL
0.0,555,1000.0,ADCS
0.0,556,1000.0,ADD
-1000.0,557,1000.0,ADEt2rpp
-1000.0,558,1000.0,ADEtex
-1000.0,559,1000.0,ADK1
-1000.0,560,1000.0,ADK3
-1000.0,561,1000.0,ADK4
0.0,562,1000.0,ADMDC
0.0,563,1000.0,ADNCYC
0.0,564,1000.0,ADNK1
0.0,565,1000.0,ADNUC
0.0,566,1000.0,ADNt2pp_copy1
-1000.0,567,1000.0,ADNt2pp_copy2
-1000.0,568,1000.0,ADNtex
0.0,569,1000.0,ADOCBIK
0.0,570,1000.0,ADOCBLS
0.0,571,1000.0,ADOCBLabcpp
0.0,572,1000.0,ADOCBLtonex
0.0,573,1000.0,ADPRDP
0.0,574,1000.0,ADPT
0.0,575,1000.0,ADSK
-1000.0,576,1000.0,ADSL1r
-1000.0,577,1000.0,ADSL2r
0.0,578,1000.0,ADSS
0.0,579,1000.0,AGDC
0.0,580,1000.0,AGM3PA
0.0,581,1000.0,AGM3PApp
0.0,582,1000.0,AGM3PH
0.0,583,1000.0,AGM3Pt2pp
0.0,584,1000.0,AGM4PA
0.0,585,1000.0,AGM4PApp
0.0,586,1000.0,AGM4PCP
0.0,587,1000.0,AGM4PCPpp
0.0,588,1000.0,AGM4PH
0.0,589,1000.0,AGM4Pt2pp
0.0,590,1000.0,AGMH
0.0,591,1000.0,AGMHE
0.0,592,1000.0,AGMT
0.0,593,1000.0,AGMt2pp
-1000.0,594,1000.0,AGMtex
0.0,595,1000.0,AGPAT120
0.0,596,1000.0,AGPAT140
0.0,597,1000.0,AGPAT141
0.0,598,1000.0,AGPAT160
0.0,599,1000.0,AGPAT161
0.0,600,1000.0,AGPAT180
0.0,601,1000.0,AGPAT181
-1000.0,602,1000.0,AGPR
0.0,603,1000.0,AGt3
0.0,604,1000.0,AHCYSNS
-1000.0,605,1000.0,AICART
0.0,606,1000.0,AIRC2
-1000.0,607,1000.0,AIRC3
0.0,608,1000.0,AKGDH
-1000.0,609,1000.0,AKGt2rpp
-1000.0,610,1000.0,AKGtex
0.0,611,1000.0,ALAALAD
0.0,612,1000.0,ALAALAabcpp
-1000.0,613,1000.0,ALAALAr
-1000.0,614,1000.0,ALAALAtex
-1000.0,615,1000.0,ALAGLUE
-1000.0,616,1000.0,ALAR
0.0,617,1000.0,ALATA_D2
-1000.0,618,1000.0,ALATA_L
0.0,619,1000.0,ALATA_L2
0.0,620,1000.0,ALATRS
0.0,621,1000.0,ALAabcpp
0.0,622,1000.0,ALAt2pp_copy1
-1000.0,623,1000.0,ALAt2pp_copy2
0.0,624,1000.0,ALAt4pp
-1000.0,625,1000.0,ALAtex
-1000.0,626,1000.0,ALCD19
-1000.0,627,1000.0,ALCD2x
-1000.0,628,1000.0,ALDD19xr
0.0,629,1000.0,ALDD2x
0.0,630,1000.0,ALDD2y
0.0,631,1000.0,ALDD3y
0.0,632,1000.0,ALDD4
0.0,633,1000.0,ALLK
-1000.0,634,1000.0,ALLPI
0.0,635,1000.0,ALLTAMH
0.0,636,1000.0,ALLTN
-1000.0,637,1000.0,ALLTNt2rpp
-1000.0,638,1000.0,ALLTNtex
-1000.0,639,1000.0,ALLULPE
0.0,640,1000.0,ALLabcpp
-1000.0,641,1000.0,ALLtex
0.0,642,1000.0,ALPATE160pp
0.0,643,1000.0,ALPATG160pp
0.0,644,1000.0,ALR2
0.0,645,1000.0,ALR4x
0.0,646,1000.0,ALTRH
0.0,647,1000.0,AM3PA
0.0,648,1000.0,AM4PA
0.0,649,1000.0,AM4PCP
0.0,650,1000.0,AMALT1
0.0,651,1000.0,AMALT2
0.0,652,1000.0,AMALT3
0.0,653,1000.0,AMALT4
-1000.0,654,1000.0,AMANAPEr
0.0,655,1000.0,AMANK
-1000.0,656,1000.0,AMAOTr
0.0,657,1000.0,AMMQLT8
0.0,658,1000.0,AMPMS2
0.0,659,1000.0,AMPN
0.0,660,1000.0,AMPTASECG
0.0,661,1000.0,AMPTASEPG
-1000.0,662,1000.0,AMPtex
-1000.0,663,1000.0,ANHGMtex
0.0,664,1000.0,ANHMK
0.0,665,1000.0,ANPRT
0.0,666,1000.0,ANS
0.0,667,1000.0,AOBUTDs
0.0,668,1000.0,AOXSr2
0.0,669,1000.0,AP4AH
0.0,670,1000.0,AP4AS
0.0,671,1000.0,AP5AH
0.0,672,1000.0,APCS
